id,text,complaint,demands,praise,questions
943834793093,तुम्ही आता किती पण उड्या मारा पण शेवटी R P the king हेच बोलायचे तुम्ही,0.0,0.0,1.0,0.0
955733505883,मराठी मुख्यमंत्री झाले आहे मराठा आरक्षणावर व शेतकरी व कामगार चे प्रश्न मार्गी लावण्यासाठी प्रयत्न केले तर या पदाचा गौरव करण्यात येईल,0.0,0.0,1.0,0.0
607870526963,नीतेश राणे जर हिंदुत्वाचा अवाज ऊठवताना मराठा समाज आडवत असेल तर नीच लोकं आहेत एक मराठा लाख मराठा नंतर लाख काय एक पण राहणार नाही सगळेच अब्दुल मीया होतील,1.0,0.0,0.0,0.0
459531233213,.bankar_ पहिली कमेंट केली तेव्हाच कळाल किती उच्च प्रतीचे विचार आहेत,0.0,0.0,1.0,0.0
760569700451,"16:30 Dave, you'll be surprised that Samsung already does this portrait thing where the effect can be applied after taking the shot, it's just that Samsung doesn't know how to advertise their features, same thing also happened before, Samsung added object eraser before Google added magic eraser many just didn't know about it and object eraser is better and can even erase reflections which is cool",1.0,0.0,0.0,0.0
198171475983,अंबरनाथ शहरांमध्ये उद्यानाचे या सरकारच्या माध्यमातून सुशोभीकरण होण्यास काय झाले हे फारच प्रेरणादायी आहे,0.0,0.0,1.0,0.0
928609291744,आजीबात नाही सरकार ने टायम मागितला होता जरांगे पाटील किंवा मराठा समाजाने सरकार टायम दिला नव्हता हे आधी लक्षात घेऊन बोलावे सरकार पक्षातर्फे एक मराठा लाख मराठा,1.0,0.0,0.0,0.0
921546291984,या मेळाव्याला मी आलो होतो मराठ्यांनी नारायणगड पायथ्याशी जागा भेटेल तिथे झोपी गेले आणि दुपारी एक वाजेपर्यंत संघर्ष योद्धा मनोज जारंगे पाटील यांची वाट पाहत होते काय तो सोहळा ना भविष्य ना भूतो इतिहास रचून गेले संपूर्ण महाराष्ट्र मधुन मराठे आले होते 🚩🚩 एक मराठा सहा कोटी मराठा 🚩🚩 आरक्षण आमच्या हक्काचं नाही कुणाच्या बापाचं 🚩🚩,0.0,1.0,0.0,0.0
973588771017,"This is out of this world. Srk, u have created a heavenly movie Atlee sir, i bow to u sir. Well done sir, well done We never expected any movie from india to look this good People are gonna get mad with goosebumps I have seen this 4 times and still getting goosebumps I got tears in my eyes when srk said that line,""we are jawan, we die for our country, not for shit people who sell their country""",0.0,0.0,1.0,0.0
123230704753,दादा नक्कीच हा विचार चांगलाय...परंतु मला एक वाटते की आपण आपल्या शहरात अशी घटना व्हायची वाट पाहायची का?...राज्यही आपलंच आहे की... त्यासाठीही हाच विचार केलात तर आणखी बरं होईल...🙏🙏,0.0,0.0,0.0,1.0
64351919400,गोर गरिबांच्या अडचणी त्यांच्या त्यांनाच माहित काही लोक असे हि आहेत काम धंद्या ला गेल्यावरच त्यांच्या घरात चूल पेटते मतदान कुणावर हि जबरदस्ती नाही करू शकत तुला काय जातय बसून बोलायला,1.0,0.0,0.0,0.0
325747376448,चम्प्या भडवीच्या तुझ्या भिकारीच्या भीक मागून मत तू मागत अक्कल आहे का तुला तुझा बाप मोदी आहे हे सर्वांना माहित आहे पण महामानवाला काही बोलशील तर चप्पलीन झोडून काढीन,0.0,1.0,0.0,0.0
134665080404,मग तेलगी घोटाळा मध्ये शरद पवारांच पण नाव घेतला होतं तेव्हा का तुम्ही शांत होता... पक्ष निष्ठा असावी पण चुकीला चूक आणि चांगल्याला चांगला म्हणायचं पण तयारी ठेवावी😂,0.0,0.0,0.0,1.0
177669973253,"I like how you got my comment deleted. But AGAIN, AS. I. SAID. Y'all got so much to say about us when YOU DON'T EXIST TO US. You know nothing of the struggles and things we face and are fighting against. Yet you got us in your mouths like baby bottles, to comfort y'all by thinking you're better. Hunni no one is ignoring or dissonant of our problems. You so mad, come over here and fix them then.",1.0,0.0,0.0,0.0
1000709671240,"Oh, I have the same problem with tinted sunscreens: it is always too dark and/or too orange on me. Plus, the mineral ones I tried were either too drying or too greasy. The Airyday looks good though, I think I will try it 😊 P.s. Loove the Evy too ❤ I found it can get a bit sticky (like hair sticks to it), but it is totally fine considering the amazing protection it offers and how fast it absorbs!",1.0,0.0,0.0,0.0
634247530187,"Same story in all Polling Booths. At my polling Booth they were Just standing in one corner with the carton of Nimbooz , not even opened. Senior Citizens and likewise even first time voters were not even asked or even given Bottle of water. Only after similar intervention by some of us , all cartons were brought out and opened. 🙂 Beverages tari soda lokank , tacher bin paishe kartale Kai mhun. 🤡",1.0,0.0,0.0,0.0
264323082959,तस बोलायचं झालं तर कोणताही पक्ष चांगला नाही पण काही अशी व्यक्ती आहेत कि खुप अभिमान आपुलकी प्रेम आदर आहे त्यांच्याबद्दल जस कि बाळासाहेब ठाकरे प्रवीण महाजन गोपीनाथ मुंडे विलासराव देशमुख आर आर पाटील मनोहर जोशी ओमराजे निंबाळकर नितीन गडकरी भास्कर जाधव अमित देशमुख बाळा नांदगावकर नितीन सरदेसाई...,0.0,0.0,1.0,0.0
357444395540,दादा तुम्ही जेव्हा निवडणुकीला उभे राहनार तेव्हा मी आणि माझा मित्र & दोघे जण तुमचा प्रचार करण्यासाठी येणार fix म्हणजे fix___💯 ❤️❤️🔥🔥,0.0,0.0,1.0,0.0
461905397750,चारचौघात व्यक्त होण आणि मिळून मिसळून खुश राहण्यासाठी आमच्या आईंना आणि बहिणींना पण प्रोत्साहन दिल्याबद्दल धन्यवाद भाऊ तुमचे🙏🏻,0.0,0.0,1.0,0.0
679759476508,अरे लबाड लांडग्या उद्या स्वतःच्या बापाचं नाव काढून शिवाजीराव आढळराव पाटील करशील कालपर्यंत स्तुती सुमने उधळत होती तुमच्या मुखातून अमोल कोल्ह्यांसाठी आणि आज त्यांची तुम्ही लायकी काढता तुमची काय लायकी दुसऱ्याच्या बापासाठी स्वतःच्या मिशा काढणारे तुम्ही😂😂😂😂😂😂😂😂😂,1.0,0.0,0.0,0.0
509763578258,"भाई साहब अच्छा लगता था जब एजुकेशनल वीडियो अपलोड करते थे । कहां आप पॉलिटिक्स के चक्कर में पर गए और अच्छा खासा छवि खराब कर रहे हो। पॉलिटिक्स की समझ आपको अभी नही है ।हिंदू , मुस्लिम को छोड़कर बेरोजगारी, महंगाई और रोजगार के बारे में चर्चा क्यू नही करते ? जनता तुम्हारे जैसे बेबकुफ नही है वो सब कुछ समझती है और हा अपना ज्ञान अपने पास रखो।",1.0,0.0,0.0,0.0
255749905844,"I believe Putin may have changed his mind about preferring Biden as US Presdient over Trump. Ever since the debate between Biden and Trump 2 weeks ago, It's been proven that Biden is no longer mentally or physically fit to serve in that role anymore. The US needs Trump to return as President. The US can barely take 4 more months of Biden, much less 3 more years. It's time to make the switch back.",0.0,1.0,0.0,0.0
295441731450,"This is sponsored video... I won't suggest anyone to buy any policy just by seeing the attractive premium online. Better to purchase directly from provider. Keep in mind that once you will fall sick you need money.. you can't fight with these fraudsters at that time. Just check some review of policy bazar on quora, you will get to know realty. How they handle the claim process and other things.",1.0,0.0,0.0,0.0
1083348980982,नामदेवराव व्हटकर एक अतिशय महत्वाची व्यक्ती ज्यांचे कार्य पडद्यामागे होते पण धन्यवाद तुम्ही ते समोर आणले.. डॉक्टर बाबासाहेब आंबेडकर त्यांच्या साठी काम करणारे लोक सुद्धा माहीत असणे गरजेचे आहे. 🔴 नामदेवराव व्हटकर 🔴 डॉ. बाबासाहेब आंबेडकर यांच्या अंत्ययात्रेच्या चित्रीकरणासाठी यांना राहातं घर आणि छापखाना विकावा लागला....,0.0,0.0,1.0,0.0
487875850922,खेळाडूंना तुम्ही सहारा देत आहात त्यामुळेच महाराष्ट्रातून इतके मोठे मोठे खेळाडू घडत आहेत,0.0,0.0,1.0,0.0
1077297168532,For fry skin once a week use kar sakte ho Ek badiya scrub for dry skin aayega uska review by April abhi mai test kar raha hoon Par you can buy this for now. Use it once a week only. And Agar uske badh tum body lotion lagate ho tho best And yeh,0.0,1.0,0.0,0.0
111536919290,ना लोकांना राजकारण माहीत नाही ना लोकशाही बदल आपले अधिकार माहीत या देशाची सर्वात चागले राजकारणी कोणाला पण निवडून देतात माग बोंबलत बसतात आपल्या देशाची जनता करपट आहे राजकारणी नाही,1.0,0.0,0.0,0.0
645058787216,बॉलीवुड और साउथ के कितने मूवी आते हैं और चले जाते हैं उनमें से कितनी हिट हो जाती हैं और कितनी फ्लॉप। पर जब भी अपना ध्रुव भाई का वीडियो यूट्यूब पर आती सुपरहिट हो जाती हैं।सलाम हैं भाई आपकी हिम्मत को जो बिना किसी से डरे सच को देश को बताते है। सच परेशान हो सकता है पराजित नहीं। आप ऐसे ही काम करते रहिए हम सब आपके साथ हैं।,0.0,0.0,1.0,0.0
649183388884,"आज एक बोलतो उद्या एक बोलतो, अंतर वाली सराटितले उप संरपच बघा काय म्हणत आहेत कि जंरागे नी आधी वेगळी भूमिका घेतली नंतर ओबीसी मध्ये पाहिजे स्टेटमेंट बदलत राहिला सर्व, आणि हे कोण सांगत होते कोणता राजकिय माणूस आहे तो हे पण समजले आणि उद्देश काय होता ते पण समाजाच्या लक्षात येईलच जो आज अभाळाला कमी लेखतो त्याला लवकरच जनता खाली उतरवेल",1.0,0.0,0.0,0.0
944776943848,"राज साहेब ठाकरे ह्यांच्या विचारला एक संधी द्या, सामान्य उमेदवाराला असामान्य ताकद द्या, जगाला हेवा वाटेल असा हा महाराष्ट्र घडवण्यासाठी आपले सहकार्य जरूर करा आणि उज्ज्वल भविष्याचे जाज्वल्य महाराष्ट्राचे साक्षीदार, एक वाटेकरी बना 🙏, 3. रवि गजानन गोंदकर 🚂 🧿 👆",0.0,1.0,0.0,0.0
186831667606,"​ that is factually incorrect. That would be a Machiavellian personality trait and those sorts of personalities are famous in psychology for their superiority complex. So no, highly deceitful people almost never play stupid. That's just the most common method of most people, but playing stupid would inherently damage one's ability to deceive, convince and manipulate others.",1.0,0.0,0.0,0.0
652962773163,"So I’ve got a dilemma I took out a contract for the iPhone 14 pro max and I kinda hate it it’s way too big way too bulky even having tested it in store it felt different when I’ve been using it on a day to day basis, so my option is return it for a iPhone 14 Pro because I do love the dynamic island or for the iPhone 15 pro and I’ve only got a few days to decide! Any help would be much appreciated",1.0,0.0,0.0,0.0
1016195268116,"धनगर समाजातील समाज बांधवांनी कोणत्याही पक्षातील धनगर उमेदवार लोकसभा निवडणूक लढवत असतील तर गट तट बाजूला ठेवून संपूर्ण महाराष्ट्रात धनगर नेत्यांना मतदान करून धनगर आवाज दिल्लीच्या संसदेत पाठवा जेणेकरून धनगर समाजातील प्रश्न असतील ते त्या त्या नेत्यांमार्फत सोडवता येतील. पक्ष, गट तट, काहीही बगू नका फक्त उमेदवार धनगर आहे हे पाहून त्याला प्रत्येक जिल्ह्यात लीड देऊन विजयी करा.",0.0,1.0,0.0,0.0
237595936585,"शिंदे साहेबाना मुख्य मंत्री म्हणून पुढे केला तर bjp आणि अजित दादा चे कार्यकर्ते नाराज होणार... देवेंद्र फडणवीस ल पुढे केलं तर शिंदे साहेब परत उद्धव साहेब बरोबर जाणार, अजित दादा चे कार्य करते नाराज आणि जर दादा ल मुख्य मंत्री म्हणुन पुढे केलं तर शिंदे साहेब आणि bjp चे कार्य करते नाराज.... यातून होणार कास तर ,तुला नाही मला नाही घाल ****.",1.0,0.0,0.0,0.0
776124575243,लोकसभेसाठी निवडलेल्या उमेदवारांप्रती तुमची बांधिलकी आणि नेतृत्व नक्कीच पक्षाला यशाकडे नेईल,0.0,0.0,1.0,0.0
419220630644,सबका हिसाब यही होता है ये हत्यारों का कोई धर्म नहीं होता। मूसेवाला कों भी इन्हीं लोगों ने किसी की मौत में खुशी मनाना ये हमारा वसूल नहीं है ना ही हम इसके पक्ष में है हर धर्म में बुरे लोग है और उन बुरे लोगों की वजह से सब बेकार नहीं हो सकते। बस हम सब भी कभी दुखी होते है ज़ब किसी का सर काट दिया जाता है और कुछ आपके तरफ के लोग जश्न मनाते है,1.0,0.0,0.0,0.0
311857642406,केंद्रात मोदी सरकार येणार असल्याने धैर्यशील दादांनाच विजयी केला तर रस्त्याचे जाळे शाहूवाडीत व अख्या हातकणंगले मतदारसंघात वेगाने होतील💯🚩🏹🧡🦁💪🏻,0.0,1.0,0.0,0.0
319565614989,"क्या बात है सर, आपमें मुझे मेरा ईश्वर दिखता है और आपकी वाणी में मां शारदे ☺☺ एक दिन सिर्फ आपकी वजह से मैं आप जैसा बनना चाहूँगा, मुझे आपकी समस्त बातें एक बार सुनने मात्र से ही याद हो जाती हैं मेरे किराये के कमरे में आपकी तस्वीर लगा अपने सपनों को पूरा करने में लगा हूँ, सफल होने पर एक बार आपसे मिलने जरूर आऊंगा 🙏🙏",0.0,0.0,1.0,0.0
321094680411,मला वाटतं राजे आपण पहिल्यांदाच खासदार झाला होता. आपण हजार वेळा म्हंटलात की आपण राष्ट्रपती नियुक्त खासदार आहात. पण कोल्हापूरच्या जनतेला माहीत आहे कि आपल्या नावासाठी कुणी सिफारीस केली होती. आणि त्यावर पवार साहेबांनी आता पेशवे छत्रपतींची नेमणूक करतात अशी टिप्पणीही केली होती. मग आता प्रत्यक्ष छत्रपतींना तिकीट देण्याइतपत कुणाची लायकी सुधारलीय?,0.0,0.0,0.0,1.0
630551655325,"In Massachusetts, the police never pull you over as long as you basically ride without endangering anyone. Dualtron eagle pro road driver for 4 years into now RoadRunner Pro and passed many cops on my commutes of 2 weeks to work. These little scooters are a real blast to ride but not sure if I could trust myself on the bull k6 for it's even smaller size but looks more fun than a grom lol.",0.0,0.0,1.0,0.0
465087851741,तुम्हाला बघून असा वाटतं अजून एक ब्लॉकबस्टर फिल्म होऊन जाऊदे🎉😍 तुमचा काम खूप मस्त अस्त,0.0,0.0,1.0,0.0
177100398652,"*आयुष्याच्या मंथनातुन निर्माण झालेला गोड अमृताचा कलश म्हणजे जीवन,आणि वाढदिवस म्हणजे त्या अमृतातील एक थेंब... प्रत्येक थेंबाने आयुष्य वाढत असते,आणि नेत असते आपल्याला परिपुर्णतेकडे,जे आपल्याला मिळवायचे असते परिश्रमाने,समधानाने...आयुष्यातील प्रत्येक क्षण सुखाने,समृध्दीने बहरून येवो... मंजु ताई तुम्हाला वाढदिवसाच्या स्वामीमय शुभेच्छा...!!* _स्वामी तुम्हाला उदंड आयुष्य देवो..._ 💐💐💐💐💐💐💐💐💐💐",0.0,0.0,1.0,0.0
886680211733,त्या टिल्लूला धर्माशी काही देणे घेणे आहे असे वाटणाऱ्या तुझ्यासारख्या धाकल्या भावांना शुभेच्छा👏 मुद्दा भरकटवणे आणि मीडिया फुटेज खाणे इतक्यासाठी राणे कुटुंबाला भरती केलेले आहे मित्रा,1.0,0.0,0.0,0.0
311199830506,मी एक इचलकरंजी कर आहे इचलकरंजी चे मतदार आशा पार्टी ला मतदान करणार का जी पार्टी नेहमी महाराजा च्या विरोधात बोलता तो आणि हिंदू धर्माच्या देवताना नावे ठेवतात बघना तो एक हाराम खोर येतो कुठून आणि स्वामींना नावे ठेवतात ते पवार स्टेजवर बसून हासतात आणि ते छत्रपती चे वंशज दात काढून हासतात आणि कारंडे साहेब एक चांगले आहेत परंतु पक्ष चुकीचा आहे,1.0,0.0,0.0,0.0
431280660937,केसरकर तुम्हाला ठाकरेंनीच नाही तर पूर्ण महाराष्ट्राने ओळखलं आहे........👍🏻,0.0,0.0,1.0,0.0
744315890531,बापूसाहेब भाग्य निवाडा मतदारसंघात उभा राहू नये कारण तिथे महादेव जानकर आहे दोन उमेदवार उभा राहून दोघांची जिरवून घेऊ नका,0.0,1.0,0.0,0.0
372792253516,कशाला त्यांची प्रायव्हसी संपवता राहू द्या की जंगलात त्यांना शांत नाही तर मग मुंबईला आरे कॉलनी कशी खोलून मारतात तशी मारतील,1.0,0.0,0.0,0.0
538628429098,"I think you need to redo this video again. They are just small cities that have jobs probably not as much as where you lived in. Bradford has been a home to many blacks for a long time. Bradford, Luton, Huddersfield and Petersborough cities are very safe, have jobs, gives COS etc. Do not believe everything online, ask people who lives there for clarity and more information. Thank you",1.0,0.0,0.0,0.0
1003455161937,"मा, शिंदे साहेब नमस्कार, 🙏🙏🙏 एवढ्या मोठ्या मुलांच्या प्रसंगातून सावरत जनतेसाठी काम करत राहिलात हा तुमच्या मनाचा मोठेपणा आहे. देव तुम्हाला दीर्घायुष्य देवो हीच अपेक्षा. ऊसाच्या दराबाबत ठाम घ्यावेत हीच आपल्याकडूनच अपेक्षा करतो. शेजारच्या राज्या मध्ये दर मिळत असेल तो मिळावा. हि विनंती",0.0,0.0,1.0,0.0
561054530515,"कुशल संघटक, कणखर नेतृत्व, देशाचे यशस्वी गृहमंत्री आणि प्रथम सहकारमंत्री मा. श्री. Amit Shah जी यांना वाढदिवसाच्या हार्दिक शुभेच्छा ! आपणांस उदंड आणि निरोगी दीर्घायुष्य लाभो आणि आपल्या हातून सदैव राष्ट्रहिताचे कार्य घडो, हीच आई भवानी चरणी प्रार्थना! Bharatiya Janata Party (BJP) #HbdAmitShahJi",0.0,0.0,1.0,0.0
656201121961,"Here in the UK, private scooters are not only illegal, they carry a criminal charge and points on your driving licence if used. This rules out an entire nation to use them to commute. Surprise surprise the UK government have now started a 'trial rental for E-scooters in dedicated areas (just cities) where you can 'trial' one of their scooters. Imo, here comes the nanny state control yet again.",1.0,0.0,0.0,0.0
792353116821,"आज पासुन मराठ्यांचा एकच वाघ जरांगे पाटील साहेब, जरांगे पाटील साहेब कोणालाही कमी समजू नये एकट्या वाघाने टरबूज ला आणी त्याच्या वरिष्ठ आजोबांना घाम फोडला आहे लवकरच आरक्षण मिळणार नाहीतर मुंबई च नाक लक्षात ठेवा साहेब जय महाराष्ट्र जय शिवराय जय संभाजी महाराज 🚩🚩🚩🚩🚩",0.0,1.0,0.0,0.0
485923532103,"So, there is no problem adding a 48 Volt battery in with a 36 volt battery? Wouldn't it drain the 36 Volt faster and then the 2 being in parallel will try to normalize the capacity to be even between the 2 batteries? I have the D40X from Best Buy. I think it is the same as the MAX but it has a front drive wheel. Will this work for mine? Thank you for this video and all your others, Subbed!",0.0,0.0,0.0,1.0
622293060789,भाऊ .....भारतात राहून एक माणूस वाईट काम करेल ...वाईट बोलेल तर पूर्ण भारत वाईट होत नाही......कोष्यारी चूक बोलेल पण पूर्ण सरकार वाईट होत नाही,1.0,0.0,0.0,0.0
704621293365,your rambling doesn't make Sense. DT has done everything by the book legally speaking. He is actually the opposite of how any dictator would act . Do you think Alan the DA in new York could do to a real dictator like Kim Jung or Putin what he did to trump ? No because Donald followed the rules and procedures of law even if he didn't agree with it or have a very positive outcome.,0.0,0.0,0.0,1.0
109691206536,माने साहेबांचा मतदार संघाकडे पाहण्याचा जो दृष्टिकोन आहे तो खूपच उदात्त आहे .. त्यांना ऐकायला लागलं की ऐकतच बसू वाटत.. त्यांच्या वागण्यात साधे पणा .. खासदार असून अंगात अहंकाराचा एक कण सुधा दिसत नाही .. आज खरच साहेब तुम्ही बनेवाडीतील युवकांना तुमच करून घेतले आहे 🤝,0.0,0.0,1.0,0.0
794634642176,सर तुम्ही काल म्हणाले जे अकाउंटला आधार लिंक आहे त्याच्यावर पैसे जातील आणि आज सांगत आहे पोस्ट खात्याला लिंक करा आमचा प्रॉब्लेम असा झाला आहे आम्ही बँक अकाउंट दुसरी दिले आणि लिंक दुसऱ्याला आहे तर त्याच्यात पैसे जातील का,1.0,0.0,0.0,0.0
183565148161,खरंतर हे कार्य महायुती सरकारमुळे आणि जनतेच्या मेहनतीमुळे या स्मारकाची उभारणी करण्यात आली आहे याचा गर्व आहे...🚩,0.0,0.0,1.0,0.0
1028805972584,"Sir, very well explained abt hedge funds however i was wondering if managed accounts are not allowed in India thn how would you described managing friends (clients)& family a/c under a separate company's name ac? its just a curiosity, is there a separate legal name for this type of arrangement. many traders (talented) in India managed other people (clients) money under a separately formed company.",0.0,0.0,0.0,1.0
690040080939,.chandrahas.bisoi सुनो नेता मंत्री विधायक डॉक्टर इंजीनियर वकील मास्टर संत समाज इत्यादि लोग किसी राक्षस जाति से कहते हैं क्या तुम बहन बेटियों का बलात्कार करो हम तुम्हें इनाम देंगे कुछ सोच समझ कर बोला करो बलात्कार कैसे करते है लोग जानते हो गंदी मूवी देखकर मोबाइल से इसलिए पहले उस रोक कर दिखाओं आपलोग हरे कृष्णा जी 🙏,1.0,0.0,0.0,0.0
586045575240,मुख्यमंत्री शिंदे यांच्या प्रभावी आणि कार्यक्षम कारभाराबद्दल महाराष्ट्रातील जनता कृतज्ञ आहे,0.0,0.0,1.0,0.0
1095737920241,हां तेरा चेहरा इतना खुश हुआ पड़ा जैसे लॉरेंस ने तेरे घर में भैया पैदा कर दिया। कुछ भी ना लॉरेंस जो पकड़ा जा रहा है बाहर वह लॉरेंस बिश्नोई का नाम ले रहा है पुलिस ने झा एक दो एनकाउंटर करना लॉरेंस बिश्नोई का नाम लेना भी पब्लिक भूल जाएगी और सबसे पहले तू कहेगा मैं तो हूं उसका फैन शाहरुख खान को दिलवा दे थ्रेड पता पड़ जाएगी 😂😂😂😂😂😂,1.0,0.0,0.0,0.0
551015825332,अरे बंटी शाहू महाराजांचा ऐतिहासिक वारसा आणि पूर्वज हे सोडून असा एक मुद्दा सांग ज्याने महाराज लोकांची कामे करतील 😢😢 जे महाराज स्वतःच्या पॅलेस मध्ये बघायला तिकीट ठेवतात म्हणजेच ज्यांना स्वतःची ऐतिहासिक वास्तू आणि प्रपंच जपता आला नाही ते कोल्हापुरचा विकास काय घंटा करणार कोल्हापूर करांनो जुन्या उपकाराच्या ओझ्या खाली काही वाट्टेल ते निर्णय घेऊ नका.. रा.शाहू महाराज वेगळे होते आणि हे वेगळे आहेत 🙏🏻🙏🏻,1.0,0.0,0.0,0.0
467849988205,"Really good piece Pete, I agree with your assessment of future electric pricing, my concern is will suppliers be able to differentiate between car chargers (home charge) and normal usage because if not people that don’t own a vehicle will have their already way too high electric bill increasing due to extra tax of some kind. Your doing a great job, keep on asking the awkward questions.",0.0,0.0,0.0,1.0
8593214179,"You're not truly standing with this victim, you're creating propaganda here against opposition parties that they are not speaking, if you truly take stands with this victim, you were not playing a blame game. This matter is above politics and of the bhakts and RW goons politicing this incident. The matter should be treated equally and the punishment should be harder for the rapist and criminals.",1.0,0.0,0.0,0.0
778752063639,स्वतः ला बाळासाहेबांची निष्ठावंत कार्यकर्ती म्हणवतेस तर त्यांचे विचार पण जोपासले पाहिजेत...,0.0,1.0,0.0,0.0
868287703734,I personally know what you're going through. I'm older though and my kids are grown. Great fully I'm in a better place now. I'm no longer out in the streets. Keep your chin up. Better things are coming your way. We all need each one another to help one another. Words of encouragement are great. Keep working and saving your money back. I know you will succeed at anything you put your mind to. ❤,0.0,0.0,1.0,0.0
